alpha,cm
-180.0,0.0
-178.57142857142856,0.05714285714285779
-177.14285714285714,0.11428571428571445
-175.71428571428572,0.1714285714285711
-174.28571428571428,0.2285714285714289
-172.85714285714286,0.28571428571428553
-171.42857142857142,0.34285714285714336
-170.0,0.4
-168.57142857142858,0.44987332660114115
-167.14285714285714,0.4997466532022833
-165.7142857142857,0.5496199798034254
-164.28571428571428,0.5994933064045664
-162.85714285714283,0.6493666330057086
-161.42857142857144,0.6992399596068488
-160.0,0.7491132862079909
-155.0,0.6255735769677262
-150.0,0.5020338677274616
-145.0,0.46395670713778986
-140.0,0.4258795465481181
-135.0,0.4157958235958691
-130.0,0.4057121006436201
-125.00000000000001,0.406220549549091
-119.99999999999999,0.4067289984545619
-115.0,0.4095215700504384
-110.0,0.41231414164631486
-105.0,0.41234227644492977
-100.0,0.4123704112435447
-95.0,0.4065061184211673
-90.0,0.4006418255987899
-85.0,0.38494133027614597
-80.0,0.369240834953502
-75.0,0.34932370289898307
-70.0,0.32940657084446406
-65.0,0.3081609985787736
-60.00000000000001,0.2869154263130832
-55.0,0.2666090126637023
-50.0,0.2463025990143214
-45.0,0.22734546116951374
-40.0,0.20838832332470608
-35.0,0.18583284849962162
-30.000000000000004,0.16327737367453715
-24.999999999999996,0.10821711910188561
-20.0,0.05315686452923418
-19.928571428571427,0.044836511236496256
-19.857142857142858,0.03651615794375874
-19.785714285714285,0.02819580465102081
-19.714285714285715,0.019875451358283294
-19.642857142857146,0.011555098065545784
-19.571428571428573,0.00323474477280785
-19.500000000000004,-0.00508560851992966
-19.428571428571427,-0.01340596181266801
-19.357142857142858,-0.021726315105405514
-19.285714285714285,-0.030046668398143447
-19.214285714285715,-0.038367021690880965
-19.142857142857142,-0.0466873749836189
-19.0,-0.06332808156909434
-18.0,-0.10619780358237946
-17.0,-0.10938565255443243
-16.0,-0.11234552884780787
-14.999999999999998,-0.11281370246097616
-14.0,-0.11601644727203936
-13.0,-0.11567550471608866
-12.000000000000002,-0.11394247106931958
-11.0,-0.11245011886950437
-10.0,-0.11060321401626824
-9.0,-0.10875404006039435
-8.0,-0.10693868706637291
-7.0,-0.10521478413555063
-6.000000000000001,-0.103322355766116
-5.0,-0.10168436504982681
-4.0,-0.10024307969973446
-3.0000000000000004,-0.09888820203340543
-2.0,-0.0977141741324859
-1.0,-0.09672119311128426
0.0,-0.09583590454222785
1.0,-0.09501699518870009
2.0,-0.09373303312947932
3.0000000000000004,-0.09213982452873094
4.0,-0.09445550318417388
5.0,-0.10189149066438555
6.000000000000001,-0.10054404341586311
7.0,-0.09274560327017453
8.0,-0.08489705837762912
9.0,-0.07925499667916364
10.0,-0.07413565154889096
11.0,-0.06889419325892855
12.000000000000002,-0.06233891294857119
13.0,-0.05507904883847192
14.0,-0.0490538653365729
14.999999999999998,-0.0438469531410951
16.0,-0.03950408293667631
17.0,-0.03604812674524768
18.0,-0.033926870274903924
19.0,-0.032873007347659404
20.0,0.0
25.0,-0.09334707614339319
29.999999999999996,-0.1866941522867863
35.0,-0.2130881663940022
40.0,-0.239482180501218
45.0,-0.2566684069171293
49.99999999999999,-0.2738546333330405
55.0,-0.28998447015788675
59.99999999999999,-0.306114306982733
65.0,-0.3226833074634208
70.0,-0.3392523079441086
75.0,-0.35558394358332346
80.0,-0.3719155792225383
85.0,-0.3862787024106641
90.0,-0.4006418255987899
95.0,-0.4065061184211673
100.0,-0.4123704112435447
105.0,-0.41234227644492977
110.0,-0.41231414164631486
115.0,-0.4095215700504383
119.99999999999999,-0.40672899845456184
125.00000000000001,-0.406220549549091
130.0,-0.4057121006436201
135.0,-0.4157958235958691
140.0,-0.4258795465481181
145.0,-0.4639567071377899
149.99999999999997,-0.5020338677274615
155.0,-0.6255735769677262
160.0,-0.7491132862079908
161.42857142857144,-0.7135256738925632
162.85714285714286,-0.6779380615771362
164.28571428571428,-0.6423504492617093
165.7142857142857,-0.6067628369462823
167.14285714285714,-0.5711752246308546
168.57142857142858,-0.535587612315427
170.0,-0.5
171.42857142857142,-0.42857142857142916
172.85714285714286,-0.35714285714285693
174.28571428571428,-0.28571428571428614
175.71428571428572,-0.21428571428571386
177.14285714285714,-0.14285714285714302
178.57142857142856,-0.07142857142857223
180.0,0.0
